PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeCategory
587,0,2,1,47.0,0,0,15.0,3,3
588,1,1,1,60.0,1,1,79.2,1,3
589,0,3,1,22.0,0,0,8.05,3,2
590,0,3,1,,0,0,8.05,3,0
591,0,3,1,35.0,0,0,7.125,3,3
592,1,1,2,52.0,1,0,78.2667,1,3
593,0,3,1,47.0,0,0,7.25,3,3
594,0,3,2,,0,2,7.75,2,0
595,0,2,1,37.0,1,0,26.0,3,3
596,0,3,1,36.0,1,1,24.15,3,3
597,1,2,2,,0,0,33.0,3,0
598,0,3,1,49.0,0,0,0.0,3,3
599,0,3,1,,0,0,7.225,1,0
600,1,1,1,49.0,1,0,56.9292,1,3
601,1,2,2,24.0,2,1,27.0,3,2
602,0,3,1,,0,0,7.8958,3,0
603,0,1,1,,0,0,42.4,3,0
604,0,3,1,44.0,0,0,8.05,3,3
605,1,1,1,35.0,0,0,26.55,1,3
606,0,3,1,36.0,1,0,15.55,3,3
607,0,3,1,30.0,0,0,7.8958,3,2
608,1,1,1,27.0,0,0,30.5,3,2
609,1,2,2,22.0,1,2,41.5792,1,2
610,1,1,2,40.0,0,0,153.4625,3,3
611,0,3,2,39.0,1,5,31.275,3,3
612,0,3,1,,0,0,7.05,3,0
613,1,3,2,,1,0,15.5,2,0
614,0,3,1,,0,0,7.75,2,0
615,0,3,1,35.0,0,0,8.05,3,3
616,1,2,2,24.0,1,2,65.0,3,2
617,0,3,1,34.0,1,1,14.4,3,2
618,0,3,2,26.0,1,0,16.1,3,2
619,1,2,2,4.0,2,1,39.0,3,1
620,0,2,1,26.0,0,0,10.5,3,2
621,0,3,1,27.0,1,0,14.4542,1,2
622,1,1,1,42.0,1,0,52.5542,3,3
623,1,3,1,20.0,1,1,15.7417,1,2
624,0,3,1,21.0,0,0,7.8542,3,2
625,0,3,1,21.0,0,0,16.1,3,2
626,0,1,1,61.0,0,0,32.3208,3,3
627,0,2,1,57.0,0,0,12.35,2,3
628,1,1,2,21.0,0,0,77.9583,3,2
629,0,3,1,26.0,0,0,7.8958,3,2
630,0,3,1,,0,0,7.7333,2,0
631,1,1,1,80.0,0,0,30.0,3,4
632,0,3,1,51.0,0,0,7.0542,3,3
633,1,1,1,32.0,0,0,30.5,1,2
634,0,1,1,,0,0,0.0,3,0
635,0,3,2,9.0,3,2,27.9,3,1
636,1,2,2,28.0,0,0,13.0,3,2
637,0,3,1,32.0,0,0,7.925,3,2
638,0,2,1,31.0,1,1,26.25,3,2
639,0,3,2,41.0,0,5,39.6875,3,3
640,0,3,1,,1,0,16.1,3,0
641,0,3,1,20.0,0,0,7.8542,3,2
642,1,1,2,24.0,0,0,69.3,1,2
643,0,3,2,2.0,3,2,27.9,3,1
644,1,3,1,,0,0,56.4958,3,0
645,1,3,2,0.75,2,1,19.2583,1,1
646,1,1,1,48.0,1,0,76.7292,1,3
647,0,3,1,19.0,0,0,7.8958,3,2
648,1,1,1,56.0,0,0,35.5,1,3
649,0,3,1,,0,0,7.55,3,0
650,1,3,2,23.0,0,0,7.55,3,2
651,0,3,1,,0,0,7.8958,3,0
652,1,2,2,18.0,0,1,23.0,3,2
653,0,3,1,21.0,0,0,8.4333,3,2
654,1,3,2,,0,0,7.8292,2,0
655,0,3,2,18.0,0,0,6.75,2,2
656,0,2,1,24.0,2,0,73.5,3,2
657,0,3,1,,0,0,7.8958,3,0
658,0,3,2,32.0,1,1,15.5,2,2
659,0,2,1,23.0,0,0,13.0,3,2
660,0,1,1,58.0,0,2,113.275,1,3
661,1,1,1,50.0,2,0,133.65,3,3
662,0,3,1,40.0,0,0,7.225,1,3
663,0,1,1,47.0,0,0,25.5875,3,3
664,0,3,1,36.0,0,0,7.4958,3,3
665,1,3,1,20.0,1,0,7.925,3,2
666,0,2,1,32.0,2,0,73.5,3,2
667,0,2,1,25.0,0,0,13.0,3,2
668,0,3,1,,0,0,7.775,3,0
669,0,3,1,43.0,0,0,8.05,3,3
670,1,1,2,,1,0,52.0,3,0
671,1,2,2,40.0,1,1,39.0,3,3
672,0,1,1,31.0,1,0,52.0,3,2
673,0,2,1,70.0,0,0,10.5,3,4
674,1,2,1,31.0,0,0,13.0,3,2
675,0,2,1,,0,0,0.0,3,0
676,0,3,1,18.0,0,0,7.775,3,2
677,0,3,1,24.5,0,0,8.05,3,2
678,1,3,2,18.0,0,0,9.8417,3,2
679,0,3,2,43.0,1,6,46.9,3,3
680,1,1,1,36.0,0,1,512.3292,1,3
681,0,3,2,,0,0,8.1375,2,0
682,1,1,1,27.0,0,0,76.7292,1,2
683,0,3,1,20.0,0,0,9.225,3,2
684,0,3,1,14.0,5,2,46.9,3,1
685,0,2,1,60.0,1,1,39.0,3,3
686,0,2,1,25.0,1,2,41.5792,1,2
687,0,3,1,14.0,4,1,39.6875,3,1
688,0,3,1,19.0,0,0,10.1708,3,2
689,0,3,1,18.0,0,0,7.7958,3,2
690,1,1,2,15.0,0,1,211.3375,3,2
691,1,1,1,31.0,1,0,57.0,3,2
692,1,3,2,4.0,0,1,13.4167,1,1
693,1,3,1,,0,0,56.4958,3,0
694,0,3,1,25.0,0,0,7.225,1,2
695,0,1,1,60.0,0,0,26.55,3,3
696,0,2,1,52.0,0,0,13.5,3,3
697,0,3,1,44.0,0,0,8.05,3,3
698,1,3,2,,0,0,7.7333,2,0
699,0,1,1,49.0,1,1,110.8833,1,3
700,0,3,1,42.0,0,0,7.65,3,3
701,1,1,2,18.0,1,0,227.525,1,2
702,1,1,1,35.0,0,0,26.2875,3,3
703,0,3,2,18.0,0,1,14.4542,1,2
704,0,3,1,25.0,0,0,7.7417,2,2
705,0,3,1,26.0,1,0,7.8542,3,2
706,0,2,1,39.0,0,0,26.0,3,3
707,1,2,2,45.0,0,0,13.5,3,3
708,1,1,1,42.0,0,0,26.2875,3,3
709,1,1,2,22.0,0,0,151.55,3,2
710,1,3,1,,1,1,15.2458,1,0
711,1,1,2,24.0,0,0,49.5042,1,2
712,0,1,1,,0,0,26.55,3,0
713,1,1,1,48.0,1,0,52.0,3,3
714,0,3,1,29.0,0,0,9.4833,3,2
715,0,2,1,52.0,0,0,13.0,3,3
716,0,3,1,19.0,0,0,7.65,3,2
717,1,1,2,38.0,0,0,227.525,1,3
718,1,2,2,27.0,0,0,10.5,3,2
719,0,3,1,,0,0,15.5,2,0
720,0,3,1,33.0,0,0,7.775,3,2
721,1,2,2,6.0,0,1,33.0,3,1
722,0,3,1,17.0,1,0,7.0542,3,2
723,0,2,1,34.0,0,0,13.0,3,2
724,0,2,1,50.0,0,0,13.0,3,3
725,1,1,1,27.0,1,0,53.1,3,2
726,0,3,1,20.0,0,0,8.6625,3,2
727,1,2,2,30.0,3,0,21.0,3,2
728,1,3,2,,0,0,7.7375,2,0
729,0,2,1,25.0,1,0,26.0,3,2
730,0,3,2,25.0,1,0,7.925,3,2
731,1,1,2,29.0,0,0,211.3375,3,2
732,0,3,1,11.0,0,0,18.7875,1,1
733,0,2,1,,0,0,0.0,3,0
734,0,2,1,23.0,0,0,13.0,3,2
735,0,2,1,23.0,0,0,13.0,3,2
736,0,3,1,28.5,0,0,16.1,3,2
737,0,3,2,48.0,1,3,34.375,3,3
738,1,1,1,35.0,0,0,512.3292,1,3
739,0,3,1,,0,0,7.8958,3,0
740,0,3,1,,0,0,7.8958,3,0
741,1,1,1,,0,0,30.0,3,0
742,0,1,1,36.0,1,0,78.85,3,3
743,1,1,2,21.0,2,2,262.375,1,2
744,0,3,1,24.0,1,0,16.1,3,2
745,1,3,1,31.0,0,0,7.925,3,2
746,0,1,1,70.0,1,1,71.0,3,4
747,0,3,1,16.0,1,1,20.25,3,2
748,1,2,2,30.0,0,0,13.0,3,2
749,0,1,1,19.0,1,0,53.1,3,2
750,0,3,1,31.0,0,0,7.75,2,2
751,1,2,2,4.0,1,1,23.0,3,1
752,1,3,1,6.0,0,1,12.475,3,1
753,0,3,1,33.0,0,0,9.5,3,2
754,0,3,1,23.0,0,0,7.8958,3,2
755,1,2,2,48.0,1,2,65.0,3,3
756,1,2,1,0.67,1,1,14.5,3,1
757,0,3,1,28.0,0,0,7.7958,3,2
758,0,2,1,18.0,0,0,11.5,3,2
759,0,3,1,34.0,0,0,8.05,3,2
760,1,1,2,33.0,0,0,86.5,3,2
761,0,3,1,,0,0,14.5,3,0
762,0,3,1,41.0,0,0,7.125,3,3
763,1,3,1,20.0,0,0,7.2292,1,2
764,1,1,2,36.0,1,2,120.0,3,3
765,0,3,1,16.0,0,0,7.775,3,2
766,1,1,2,51.0,1,0,77.9583,3,3
767,0,1,1,,0,0,39.6,1,0
768,0,3,2,30.5,0,0,7.75,2,2
769,0,3,1,,1,0,24.15,2,0
770,0,3,1,32.0,0,0,8.3625,3,2
771,0,3,1,24.0,0,0,9.5,3,2
772,0,3,1,48.0,0,0,7.8542,3,3
773,0,2,2,57.0,0,0,10.5,3,3
774,0,3,1,,0,0,7.225,1,0
775,1,2,2,54.0,1,3,23.0,3,3
776,0,3,1,18.0,0,0,7.75,3,2
777,0,3,1,,0,0,7.75,2,0
778,1,3,2,5.0,0,0,12.475,3,1
779,0,3,1,,0,0,7.7375,2,0
780,1,1,2,43.0,0,1,211.3375,3,3
781,1,3,2,13.0,0,0,7.2292,1,1
782,1,1,2,17.0,1,0,57.0,3,2
783,0,1,1,29.0,0,0,30.0,3,2
784,0,3,1,,1,2,23.45,3,0
785,0,3,1,25.0,0,0,7.05,3,2
786,0,3,1,25.0,0,0,7.25,3,2
787,1,3,2,18.0,0,0,7.4958,3,2
788,0,3,1,8.0,4,1,29.125,2,1
789,1,3,1,1.0,1,2,20.575,3,1
790,0,1,1,46.0,0,0,79.2,1,3
791,0,3,1,,0,0,7.75,2,0
792,0,2,1,16.0,0,0,26.0,3,2
793,0,3,2,,8,2,69.55,3,0
794,0,1,1,,0,0,30.6958,1,0
795,0,3,1,25.0,0,0,7.8958,3,2
796,0,2,1,39.0,0,0,13.0,3,3
797,1,1,2,49.0,0,0,25.9292,3,3
798,1,3,2,31.0,0,0,8.6833,3,2
799,0,3,1,30.0,0,0,7.2292,1,2
800,0,3,2,30.0,1,1,24.15,3,2
801,0,2,1,34.0,0,0,13.0,3,2
802,1,2,2,31.0,1,1,26.25,3,2
803,1,1,1,11.0,1,2,120.0,3,1
804,1,3,1,0.42,0,1,8.5167,1,1
805,1,3,1,27.0,0,0,6.975,3,2
806,0,3,1,31.0,0,0,7.775,3,2
807,0,1,1,39.0,0,0,0.0,3,3
808,0,3,2,18.0,0,0,7.775,3,2
809,0,2,1,39.0,0,0,13.0,3,3
810,1,1,2,33.0,1,0,53.1,3,2
811,0,3,1,26.0,0,0,7.8875,3,2
812,0,3,1,39.0,0,0,24.15,3,3
813,0,2,1,35.0,0,0,10.5,3,3
814,0,3,2,6.0,4,2,31.275,3,1
815,0,3,1,30.5,0,0,8.05,3,2
816,0,1,1,,0,0,0.0,3,0
817,0,3,2,23.0,0,0,7.925,3,2
818,0,2,1,31.0,1,1,37.0042,1,2
819,0,3,1,43.0,0,0,6.45,3,3
820,0,3,1,10.0,3,2,27.9,3,1
821,1,1,2,52.0,1,1,93.5,3,3
822,1,3,1,27.0,0,0,8.6625,3,2
823,0,1,1,38.0,0,0,0.0,3,3
824,1,3,2,27.0,0,1,12.475,3,2
825,0,3,1,2.0,4,1,39.6875,3,1
826,0,3,1,,0,0,6.95,2,0
827,0,3,1,,0,0,56.4958,3,0
828,1,2,1,1.0,0,2,37.0042,1,1
829,1,3,1,,0,0,7.75,2,0
830,1,1,2,62.0,0,0,80.0,0,3
831,1,3,2,15.0,1,0,14.4542,1,2
832,1,2,1,0.83,1,1,18.75,3,1
833,0,3,1,,0,0,7.2292,1,0
834,0,3,1,23.0,0,0,7.8542,3,2
835,0,3,1,18.0,0,0,8.3,3,2
836,1,1,2,39.0,1,1,83.1583,1,3
837,0,3,1,21.0,0,0,8.6625,3,2
838,0,3,1,,0,0,8.05,3,0
839,1,3,1,32.0,0,0,56.4958,3,2
840,1,1,1,,0,0,29.7,1,0
841,0,3,1,20.0,0,0,7.925,3,2
842,0,2,1,16.0,0,0,10.5,3,2
843,1,1,2,30.0,0,0,31.0,1,2
844,0,3,1,34.5,0,0,6.4375,1,2
845,0,3,1,17.0,0,0,8.6625,3,2
846,0,3,1,42.0,0,0,7.55,3,3
847,0,3,1,,8,2,69.55,3,0
848,0,3,1,35.0,0,0,7.8958,1,3
849,0,2,1,28.0,0,1,33.0,3,2
850,1,1,2,,1,0,89.1042,1,0
851,0,3,1,4.0,4,2,31.275,3,1
852,0,3,1,74.0,0,0,7.775,3,4
853,0,3,2,9.0,1,1,15.2458,1,1
854,1,1,2,16.0,0,1,39.4,3,2
855,0,2,2,44.0,1,0,26.0,3,3
856,1,3,2,18.0,0,1,9.35,3,2
857,1,1,2,45.0,1,1,164.8667,3,3
858,1,1,1,51.0,0,0,26.55,3,3
859,1,3,2,24.0,0,3,19.2583,1,2
860,0,3,1,,0,0,7.2292,1,0
861,0,3,1,41.0,2,0,14.1083,3,3
862,0,2,1,21.0,1,0,11.5,3,2
863,1,1,2,48.0,0,0,25.9292,3,3
864,0,3,2,,8,2,69.55,3,0
865,0,2,1,24.0,0,0,13.0,3,2
866,1,2,2,42.0,0,0,13.0,3,3
867,1,2,2,27.0,1,0,13.8583,1,2
868,0,1,1,31.0,0,0,50.4958,3,2
869,0,3,1,,0,0,9.5,3,0
870,1,3,1,4.0,1,1,11.1333,3,1
871,0,3,1,26.0,0,0,7.8958,3,2
872,1,1,2,47.0,1,1,52.5542,3,3
873,0,1,1,33.0,0,0,5.0,3,2
874,0,3,1,47.0,0,0,9.0,3,3
875,1,2,2,28.0,1,0,24.0,1,2
876,1,3,2,15.0,0,0,7.225,1,2
877,0,3,1,20.0,0,0,9.8458,3,2
878,0,3,1,19.0,0,0,7.8958,3,2
879,0,3,1,,0,0,7.8958,3,0
880,1,1,2,56.0,0,1,83.1583,1,3
881,1,2,2,25.0,0,1,26.0,3,2
882,0,3,1,33.0,0,0,7.8958,3,2
883,0,3,2,22.0,0,0,10.5167,3,2
884,0,2,1,28.0,0,0,10.5,3,2
885,0,3,1,25.0,0,0,7.05,3,2
886,0,3,2,39.0,0,5,29.125,2,3
887,0,2,1,27.0,0,0,13.0,3,2
888,1,1,2,19.0,0,0,30.0,3,2
889,0,3,2,,1,2,23.45,3,0
890,1,1,1,26.0,0,0,30.0,1,2
891,0,3,1,32.0,0,0,7.75,2,2
